,trial_index,arm_name,trial_status,generation_method,AUC@1,AUC@10,AUC@11,AUC@12,AUC@13,AUC@14,AUC@15,AUC@16,AUC@17,AUC@18,AUC@19,AUC@2,AUC@20,AUC@21,AUC@22,AUC@23,AUC@24,AUC@25,AUC@26,AUC@27,AUC@28,AUC@29,AUC@3,AUC@30,AUC@31,AUC@32,AUC@33,AUC@34,AUC@35,AUC@36,AUC@37,AUC@38,AUC@39,AUC@4,AUC@40,AUC@5,AUC@6,AUC@7,AUC@8,AUC@9,Weighted_AUC,Weighted_F1,layers,lr,batch_size,aggregation,hid
8,8,8_0,COMPLETED,BoTorch,0.3892008235073928,0.6126983078464401,0.6123927954112582,0.6130974006671732,0.5398294635091543,0.3897182679922053,0.3910283933899219,0.3915293236890489,0.3807479125532269,0.3841992763574269,0.3741890817713275,0.38827878147328554,0.37905853601768885,0.3634915578209621,0.3641423833998779,0.355853620842518,0.351906919456297,0.35272725497661794,0.3545106086014561,0.3517086330935252,0.34486341456998937,0.3534754485293019,0.6205040129471217,0.3539993306559571,0.35336560841634856,0.3599230298259425,0.3687003332478852,0.3780300005703531,0.381340579710145,0.3802000408246581,0.3850701312713541,0.382916767774812,0.38495906837311195,0.38786592683114796,0.3692581927876045,0.3883723618588368,0.40141306382182296,0.6146139533859585,0.6136148451519856,0.6132129999669715,0.43050633937220684,0.3295036638704834,2,0.012198771857506842,16,sum,128
20,20,20_0,COMPLETED,BoTorch,0.5,0.47581772742786055,0.4754736818927458,0.475369092050071,0.4736846451101496,0.47278186962600877,0.471342383107089,0.47079191025090555,0.46178961391155415,0.46138184684093,0.44507230954639865,0.47531679712873365,0.44489054398282846,0.4252876004389225,0.4211317730277428,0.41788337495221284,0.4179738705846126,0.41317888488611626,0.416412344933182,0.4193165467625899,0.41412281509344623,0.4126021421849091,0.47538285387147555,0.40990629183400273,0.4113490364025696,0.42136796991165926,0.4277621122789029,0.43164318713283517,0.4114906832298137,0.4218411920800163,0.4186971767667686,0.41426838146081046,0.4175025942580422,0.47533881604298095,0.42664198546551496,0.475536986271207,0.4755177197212406,0.475768184870804,0.4758287368849842,0.47585350816351246,0.4508002897874121,0.025346435682344876,2,0.0001523491002016101,16,mean,128
3,3,3_0,COMPLETED,Sobol,0.5,0.470709339322478,0.4708001673437483,0.4797205799782013,0.49311083220486396,0.5023835474672744,0.5121104028360361,0.5199546410366505,0.5016711468468253,0.5107382109549454,0.49012795199876924,0.4726002135834682,0.47915292809392657,0.4599341616225974,0.4530474488783005,0.4476171496896886,0.4389565829410988,0.4266858018725166,0.4155217848698532,0.40956235011990405,0.3947299199031999,0.39029891994442867,0.4726002135834682,0.3627593708165997,0.32946653011823857,0.34933963089302894,0.3741092027685209,0.38930873210517314,0.37051953933747417,0.39493774239640744,0.3855421686746988,0.39919922348944425,0.41104577424190014,0.4780113617597517,0.4278417660770602,0.4707148440510399,0.46091917957525513,0.46825423038389974,0.46800376523433634,0.4720332265415991,0.45403569592448806,0.8528755723780858,2,0.00014041306205462534,64,max,128
28,28,22_0,COMPLETED,BoTorch,0.49231815129195977,0.5080644273430877,0.5008917660270171,0.4996036595435479,0.4697239929099096,0.47053869273706117,0.45597318096244677,0.4608944082967269,0.47227145134048576,0.4637462235649547,0.4754544988333034,0.5028514493950303,0.46429910650788103,0.47045414321616935,0.47100346326075926,0.4790427928843917,0.48024457836625173,0.47409425065167093,0.48040247065318153,0.4800239808153477,0.48338221561690314,0.47165414320072896,0.5028404399379066,0.47227242302543504,0.4548366073922353,0.46499169071984603,0.4690079466803384,0.4681457822392061,0.4457815734989648,0.47756685037762814,0.4630462147095846,0.4621693763649599,0.4747492217225873,0.5006770816131056,0.47333059097764973,0.5117911285794496,0.5115544252512909,0.5099855776111679,0.5104039369818674,0.5112571699089519,0.4828437441244159,0.6917302738600059,3,0.1,64,max,128
1,1,1_0,COMPLETED,Sobol,0.5,0.4438655304906915,0.4504134051149938,0.45225198445464654,0.48848410784864194,0.49249155024165764,0.5157930662439035,0.5178188063546586,0.5088433998620263,0.5202464683615347,0.5120259493833175,0.41271427155926943,0.5229902892535268,0.5183214753460055,0.520422944286355,0.5144744226905589,0.5116966524435842,0.5176170811000791,0.5106815128063578,0.5091067146282974,0.50468875356753,0.5176797478376481,0.4128050995805397,0.514842704149933,0.5306209850107066,0.521363596606315,0.5173545244809024,0.5164546854502938,0.5400815217391305,0.5119412124923454,0.5240064736558173,0.5266682843969911,0.5141819439640263,0.41985940923253073,0.5111750994103936,0.42638251257830473,0.4321872488467594,0.4370148957954883,0.4398388215477095,0.4426627472999306,0.48670150503414183,0.0,3,0.0007508428155332961,64,max,128
6,6,6_0,COMPLETED,Sobol,0.5,0.5392652288315664,0.5320980722440577,0.531487047373694,0.4971100175050369,0.49866785568803607,0.47087998590789487,0.47419383250211933,0.48019601779384824,0.46921533740133503,0.478531500807713,0.5717706509891998,0.4643637586148933,0.4675161941170224,0.4648085647688586,0.470197086407301,0.472089033563542,0.467767917289049,0.4733717333111127,0.47258992805755395,0.47449791537884867,0.4624071943950643,0.5714816527397034,0.45989792503346716,0.442118983334885,0.4521560395346803,0.45157651884132277,0.45080704956367995,0.4302536231884058,0.45866503368034295,0.44416471857579576,0.4396505702499393,0.449844344517468,0.5633484162895928,0.4466611819552996,0.5488985038147769,0.5444864638724665,0.5426121037971617,0.5407184771718907,0.5401790137728308,0.4955994839066995,0.8275291366957409,3,0.011085610714303211,64,max,128
26,26,26_0,COMPLETED,BoTorch,0.5,0.46248527485109714,0.47095154737919875,0.4727240699761095,0.508785546784688,0.5088460987988682,0.5336944435269897,0.5294392883486916,0.520785260603754,0.5300383315620409,0.5191927998153798,0.3972762603076042,0.5312075720547733,0.5271601005274149,0.5289377127772997,0.5216729976167431,0.5202568952623938,0.5260717179704967,0.519993333819409,0.5211031175059951,0.5178014809359094,0.5312588697509747,0.39736433596459364,0.5301874163319947,0.548999162089191,0.5380258899676376,0.5330428095360165,0.5331089944675754,0.5547036749482402,0.5216166564605023,0.5340316489839958,0.534530453773356,0.5215611668396173,0.4147317545771818,0.5256410256410258,0.4409948145456948,0.4516079312129119,0.456330988318966,0.4597797007629553,0.4604044874547236,0.49784299176111085,0.33084421081550297,3,0.07017473562122413,64,max,128
27,27,27_0,COMPLETED,BoTorch,0.6051568297167267,0.5175986172121853,0.5102883376820688,0.5095231804119739,0.47811319923814555,0.477100329182768,0.4590723431427596,0.4636440202133633,0.47297618764421817,0.4666419879870557,0.47691286956075796,0.5892509165373055,0.4672731034304408,0.47321864712753536,0.47284906506665486,0.4793803531775405,0.480768046452294,0.476076111257554,0.48228774985157336,0.4833453237410072,0.4867425986084989,0.4751721665347096,0.589267430722991,0.47792838018741624,0.4606368122148776,0.4700428583923729,0.47517303255575494,0.4762020190497918,0.4544189958592133,0.4836088997754643,0.47062129113468804,0.47003154574132494,0.4812060417387294,0.5752166110689082,0.47857534622240505,0.5339421563122723,0.529389745791635,0.526560315310852,0.5232519734451895,0.5216170690623246,0.49961457899199896,0.8528755723780858,3,0.044142005753291365,64,max,128
16,16,16_0,COMPLETED,BoTorch,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8528755723780858,2,0.1,32,mean,128
29,29,22_0,COMPLETED,BoTorch,0.5,0.4824564300734331,0.4902511257169909,0.4923979698561064,0.5228391188030519,0.5237694179300019,0.5438231440807654,0.5404597549294844,0.5277909936484525,0.535776124571606,0.5243275468601759,0.461389833867292,0.5338389128101685,0.5273016884358076,0.5284818270722579,0.5214371121106872,0.5186381031979941,0.5243827431684387,0.5178476569416813,0.5168345323741007,0.5123827811608117,0.5247157945056093,0.4612467109246843,0.5205488621151272,0.5376408155665208,0.528710749584536,0.5232504486029224,0.5236696515142873,0.5458398033126294,0.5135741988160849,0.5279176407121022,0.529289007522446,0.5174680041508128,0.46737897854256805,0.5175510763746057,0.46803404124142634,0.4724653477337033,0.4761865442415035,0.47879578557981306,0.47961048540696455,0.5086313556425822,0.3594975389606101,3,0.1,64,max,128
