,trial_index,arm_name,trial_status,generation_method,remaining_time_mae,remaining_time_std,lr,batch_size,aggregation,hid,layers
22,22,22_0,COMPLETED,BO_MIXED,42.341948175512044,26.62629860098822,0.1,128,sum,128,2
20,20,20_0,COMPLETED,BO_MIXED,53.68037596072861,36.025288890552616,0.01319511416349558,128,sum,128,2
10,10,10_0,COMPLETED,BO_MIXED,53.82636311162593,36.12375244901433,0.014946905988934788,128,sum,128,2
11,11,11_0,COMPLETED,BO_MIXED,53.99273565430459,36.390904474518244,0.01188966684084118,128,sum,128,2
13,13,13_0,COMPLETED,BO_MIXED,54.02487615411652,36.166350523158606,0.009843633567161987,128,sum,128,2
18,18,18_0,COMPLETED,BO_MIXED,54.063094621180966,36.20575992689653,0.01275719909339594,128,sum,128,2
8,8,8_0,COMPLETED,BO_MIXED,54.311890309615315,36.624937085720056,0.013716683407601953,128,sum,128,2
7,7,7_0,COMPLETED,BO_MIXED,54.47613027848044,36.8191573712245,0.016808609842564392,128,sum,128,2
14,14,14_0,COMPLETED,BO_MIXED,55.18824018907492,36.77853451130854,0.0037367439812307874,128,sum,128,2
17,17,17_0,COMPLETED,BO_MIXED,55.71703153822732,37.35200822666878,0.007324831777139541,128,sum,128,2
9,9,9_0,COMPLETED,BO_MIXED,56.26024999023155,37.930269577986685,0.014317073606578551,256,sum,128,2
15,15,15_0,COMPLETED,BO_MIXED,57.98496455936204,39.6249431728394,0.004415165814228159,256,sum,128,2
5,5,5_0,COMPLETED,Sobol,58.11561328201144,39.78242727803407,0.013215494743445832,128,mean,128,2
6,6,6_0,COMPLETED,BO_MIXED,58.84084494285174,40.46770422469924,0.008116499386221417,128,mean,128,2
16,16,16_0,COMPLETED,BO_MIXED,58.925594925449005,40.533341343806725,0.001348087199634,128,sum,128,2
23,23,23_0,COMPLETED,BO_MIXED,59.17986618995894,40.809983711391425,0.1,256,sum,128,2
21,21,21_0,COMPLETED,BO_MIXED,59.21579240213774,40.831245745470945,0.042650361607796984,128,mean,128,2
1,1,1_0,COMPLETED,Sobol,59.23662520948839,40.83093226251753,0.042124781905866535,128,sum,128,2
24,24,24_0,COMPLETED,BO_MIXED,59.30649195794712,40.919037440462866,0.1,512,max,128,2
12,12,12_0,COMPLETED,BO_MIXED,59.33882094355052,40.93968394467699,0.014296481776386656,128,max,128,2
19,19,19_0,COMPLETED,BO_MIXED,59.35122858102808,40.94209145224892,0.003197841661007511,128,max,128,2
28,28,28_0,COMPLETED,BO_MIXED,59.35955115056855,40.9325950687749,0.1,256,mean,128,2
29,29,29_0,COMPLETED,BO_MIXED,59.427202069680284,40.98550835957065,0.1,256,max,128,2
4,4,4_0,COMPLETED,Sobol,59.71256895367053,41.095760863409176,0.0028437033255790875,512,sum,128,2
25,25,25_0,COMPLETED,BO_MIXED,59.91027799999239,41.17390744446308,0.00011490463183663443,256,sum,128,2
2,2,2_0,COMPLETED,Sobol,59.91040127127456,41.173992127649356,0.0034984596226199345,512,mean,128,2
3,3,3_0,COMPLETED,Sobol,59.910443987785115,41.17399817897723,0.0007632231810882134,256,max,128,2
26,26,26_0,COMPLETED,BO_MIXED,59.91047519322072,41.17400845069242,0.0004946233924876455,512,max,128,2
27,27,27_0,COMPLETED,BO_MIXED,59.9105396095463,41.174026584421654,0.0001,128,mean,128,2
0,0,0_0,COMPLETED,Sobol,59.91054233697746,41.17402772257477,0.0001865322718407359,256,mean,128,2
