trial_id,prefix_1_mae,prefix_1_n,prefix_2_mae,prefix_2_n,prefix_3_mae,prefix_3_n,prefix_4_mae,prefix_4_n,prefix_5_mae,prefix_5_n,prefix_6_mae,prefix_6_n,prefix_7_mae,prefix_7_n,prefix_8_mae,prefix_8_n,prefix_9_mae,prefix_9_n,prefix_10_mae,prefix_10_n,prefix_11_mae,prefix_11_n,prefix_12_mae,prefix_12_n,prefix_13_mae,prefix_13_n,prefix_14_mae,prefix_14_n,prefix_15_mae,prefix_15_n,prefix_16_mae,prefix_16_n,prefix_17_mae,prefix_17_n,prefix_18_mae,prefix_18_n,prefix_19_mae,prefix_19_n,prefix_20_mae,prefix_20_n
1,0.0021685859892103406,266,5.416019603587963,266,6.2115719039351855,266,6.652442853009259,265,6.826623263888889,265,7.180954137731481,264,7.485041956018518,263,7.95150318287037,263,8.355862268518518,262,8.638935908564815,260,9.187445023148149,260,9.823281973379629,260,10.117491319444444,259,12.011448929398147,259,13.258959780092592,259,13.586903935185186,259,14.28169994212963,259,14.89578125,259,15.3716796875,259,15.676566840277777,258
2,0.1865264892578125,266,5.678179976851852,266,5.928657769097223,266,6.347659143518518,265,6.616348379629629,265,6.980113570601852,264,7.027927517361111,263,7.202234519675926,263,7.415593894675926,262,7.689498697916667,260,8.037106481481482,260,8.458464265046297,260,8.559591290509259,259,10.013450520833333,259,10.950939670138888,259,11.324548611111112,259,11.78416015625,259,12.208282696759259,259,12.5871875,259,12.862372685185186,258
3,0.3338889793113426,266,5.501796513310185,266,5.9445203993055555,266,6.35845630787037,265,6.4935496238425925,265,6.827760416666667,264,7.12539134837963,263,7.582921006944445,263,7.986272424768519,262,8.261677517361111,260,8.793513454861111,260,9.42503833912037,260,9.704567418981481,259,11.596668836805556,259,12.839233217592593,259,13.168663194444445,259,13.861882233796296,259,14.478609664351852,259,14.956571180555555,259,15.260701678240741,258
4,0.2597706208405671,266,5.439831090856481,266,5.97067238136574,266,6.402553530092592,265,6.55070240162037,265,6.89327980324074,264,7.1948010706018515,263,7.65693431712963,263,8.061735387731481,262,8.340594618055556,260,8.877275028935186,260,9.510026041666666,260,9.794587673611112,259,11.687180989583334,259,12.931508969907407,259,13.260672743055556,259,13.95460792824074,259,14.570151909722222,259,15.047290219907408,259,15.351090856481482,258
5,0.4508734809027778,266,5.503167679398148,266,5.947728949652777,266,6.362845775462963,265,6.495185908564815,265,6.828407841435185,264,7.124225260416667,263,7.579086371527778,263,7.981846788194445,262,8.255480324074075,260,8.786487268518519,260,9.415640914351853,260,9.693389033564815,259,11.58482421875,259,12.825960648148149,259,13.15488136574074,259,13.846666666666666,259,14.463334780092593,259,14.940843460648148,259,15.244681712962963,258
6,0.28426807544849536,266,5.461846064814814,266,5.9439076967592595,266,6.371224681712963,265,6.51376953125,265,6.852426215277778,264,7.152016059027778,263,7.612913773148148,263,8.017573061342592,262,8.295891927083334,260,8.830655381944444,260,9.464761284722222,260,9.747876880787038,259,11.640659722222223,259,12.886157407407408,259,13.21575954861111,259,13.910604745370371,259,14.526809895833333,259,15.00435619212963,259,15.308179976851852,258
7,0.39702709056712965,266,5.467561125578704,266,5.945175419560186,266,6.370559172453704,265,6.510791377314815,265,6.847996238425926,264,7.1464641203703705,263,7.6062217881944445,263,8.010141782407407,262,8.287690248842592,260,8.822024016203704,260,9.456181278935185,260,9.737963686342592,259,11.630418836805555,259,12.875691550925925,259,13.20499855324074,259,13.899615162037037,259,14.515802951388888,259,14.993216145833333,259,15.297010995370371,258
8,0.24034421567563657,266,5.6921198640046295,266,5.987124927662037,266,6.334363425925926,265,6.623049045138889,265,6.977474681712963,264,7.038425925925926,263,7.161608796296297,263,7.474992042824074,262,7.733309461805556,260,7.972486979166667,260,8.509097945601852,260,8.555830439814814,259,9.817205584490742,259,10.996669560185186,259,11.419252025462963,259,11.777544849537037,259,12.0490234375,259,12.390153356481482,259,12.6420703125,258
9,0.3052533185040509,266,5.441718388310186,266,5.972525679976852,266,6.396389612268519,265,6.539876302083333,265,6.878349247685185,264,7.176547309027778,263,7.636811342592592,263,8.040729166666667,262,8.319165219907408,260,8.854926938657407,260,9.489821325231482,260,9.774116030092593,259,11.666570457175926,259,12.912607060185184,259,13.242102141203704,259,13.937164351851852,259,14.552783564814815,259,15.030101273148148,259,15.333909143518518,258
10,0.12059015344690394,266,5.662345196759259,266,5.912204861111111,266,6.282921730324074,265,6.542752459490741,265,6.908566261574074,264,7.011902488425926,263,7.20068359375,263,7.438663917824074,262,7.695219907407408,260,7.988240740740741,260,8.46880787037037,260,8.534027777777778,259,9.906376591435185,259,10.945347222222223,259,11.34388671875,259,11.771194299768519,259,12.123164785879629,259,12.476607349537037,259,12.730571469907407,258
