trial_id,prefix_1_mae,prefix_1_n,prefix_2_mae,prefix_2_n,prefix_3_mae,prefix_3_n,prefix_4_mae,prefix_4_n,prefix_5_mae,prefix_5_n,prefix_6_mae,prefix_6_n,prefix_7_mae,prefix_7_n,prefix_8_mae,prefix_8_n,prefix_9_mae,prefix_9_n,prefix_10_mae,prefix_10_n,prefix_11_mae,prefix_11_n,prefix_12_mae,prefix_12_n,prefix_13_mae,prefix_13_n,prefix_14_mae,prefix_14_n,prefix_15_mae,prefix_15_n,prefix_16_mae,prefix_16_n,prefix_17_mae,prefix_17_n,prefix_18_mae,prefix_18_n,prefix_19_mae,prefix_19_n,prefix_20_mae,prefix_20_n
11,3.547228370949074,42,3.127357494212963,38,3.0017496744791665,35,3.087666377314815,29,2.929004810474537,28,3.159826027199074,24,3.369074797453704,22,3.102004123263889,19,3.319054181134259,15,3.3252260561342593,13,2.779599971064815,12,2.7390046296296298,11,2.5236814597800925,10,2.664427445023148,9,2.546389793113426,7,2.589591109664352,6,2.631301540798611,5,2.876886031539352,4,2.615132197627315,3,2.3164118561921296,2
12,5.451495225694444,42,8.184538483796297,38,9.678645833333333,35,9.970333478009259,29,10.836030092592592,28,10.928344184027777,24,11.228843315972222,22,11.56250144675926,19,11.508577112268519,15,11.533072193287037,13,12.74380931712963,12,13.248275462962964,11,13.400779803240741,10,13.52935474537037,9,13.441607349537037,7,13.614055266203703,6,13.736209490740741,5,14.245355902777778,4,13.86712962962963,3,13.795844907407407,2
13,3.620762080439815,42,4.56755859375,38,5.525511067708333,35,5.636999421296296,29,6.284407552083334,28,6.299273003472222,24,6.5107609953703705,22,6.37548828125,19,6.210821035879629,15,6.064699074074074,13,7.1627437789351855,12,7.718548900462963,11,7.8544285300925925,10,8.026154513888889,9,7.935216290509259,7,8.029762731481481,6,8.123616174768518,5,8.452590422453703,4,8.033434606481482,3,7.820532407407407,2
14,5.120656467013889,42,4.467203776041667,38,4.024425274884259,35,4.2948195167824075,29,3.6777567997685185,28,3.788974971064815,24,3.618759403935185,22,3.326769386574074,19,3.584380787037037,15,3.6802079716435183,13,2.4205360243055556,12,1.882147533275463,11,1.802886646412037,10,1.5996138961226851,9,1.7215143952546297,7,1.7045415581597223,6,1.6675944010416666,5,1.4548820891203704,4,1.712175021701389,3,2.0267625144675927,2
15,5.121161385995371,42,4.468157190393518,38,4.025427517361111,35,4.295827184606481,29,3.6787619357638888,28,3.7899793836805555,24,3.6197652633101853,22,3.3277705439814813,19,3.5852524594907407,15,3.6812098524305554,13,2.4215357349537037,12,1.8831474247685185,11,1.803888527199074,10,1.6006141493055555,9,1.7225150101273148,7,1.7055461516203703,6,1.668601345486111,5,1.4558948206018518,4,1.7131821469907407,3,2.027767107928241,2
16,5.121443504050926,42,4.468538049768519,38,4.025863353587963,35,4.29629955150463,29,3.6792552806712964,28,3.7904893663194446,24,3.6202860966435186,22,3.3282982494212963,19,3.5857881221064813,15,3.6817523871527778,13,2.4220835141782406,12,1.883699363425926,11,1.8044439019097223,10,1.601172236689815,9,1.7230747251157408,7,1.7061096643518519,6,1.6691652199074074,5,1.4564570674189814,4,1.7137480107060186,3,2.0283317057291668,2
17,5.092850477430556,42,4.432201967592593,38,3.9871487991898147,35,4.254794198495371,29,3.6366080729166668,28,3.7485384114583336,24,3.576227213541667,22,3.2838841869212962,19,3.546859447337963,15,3.636681134259259,13,2.376764322916667,12,1.8382231987847222,11,1.760925564236111,10,1.5611950231481482,9,1.6771788194444444,7,1.6599549696180556,6,1.622931857638889,5,1.4100146484375,4,1.6672679759837963,3,1.9816818576388888,2
18,4.171929976851852,42,3.426276765046296,38,3.0808716724537035,35,3.2211179832175927,29,2.7055009403935184,28,2.8558154296875,24,2.705202365451389,22,2.442447554976852,19,2.7585129123263887,15,2.838227900752315,13,1.7508481626157408,12,1.5789380787037037,11,1.468892234519676,10,1.3895192238136573,9,1.4130399124710649,7,1.1557002314814815,6,1.0401714409722222,5,1.2843525752314815,4,1.0875260416666668,3,1.0647928421585648,2
19,4.094764539930556,42,3.386494140625,38,3.053408203125,35,3.177081886574074,29,2.6681221064814813,28,2.8323381438078705,24,2.6969323278356483,22,2.4443183955439816,19,2.770198748553241,15,2.8504481336805556,13,1.7757277199074073,12,1.6433769169560186,11,1.5260933883101853,10,1.4367443395543982,9,1.432056297019676,7,1.206150173611111,6,1.1290503833912038,5,1.3628129521122685,4,1.1436799225983796,3,1.0745628978587962,2
20,4.999045500578704,42,4.291739366319445,38,3.850735677083333,35,4.098739149305556,29,3.479226707175926,28,3.6103967737268516,24,3.4195449942129628,22,3.139787326388889,19,3.3988154658564813,15,3.4654401765046297,13,2.205226417824074,12,1.681740451388889,11,1.623667896412037,10,1.4275178132233797,9,1.5049353479456018,7,1.48722412109375,6,1.4501131184895832,5,1.2553376374421297,4,1.4940219907407408,3,1.8083289930555555,2
