,trial_index,arm_name,trial_status,generation_method,remaining_time_mae,remaining_time_std,lr,batch_size,aggregation,hid,layers
9,9,9_0,COMPLETED,BO_MIXED,24.568710141402537,14.586773479924114,0.08772528863070424,128,sum,128,2
23,23,23_0,COMPLETED,BO_MIXED,25.491033863066463,15.561130537817627,0.09180558333159926,128,sum,128,2
29,29,29_0,COMPLETED,BO_MIXED,25.8803144582261,15.985650883762538,0.0885823537622744,128,sum,128,2
22,22,22_0,COMPLETED,BO_MIXED,25.915938854776627,16.132881515766464,0.08954971914912244,128,sum,128,2
27,27,27_0,COMPLETED,BO_MIXED,26.02187332911787,15.961906704393801,0.0866296026860234,128,sum,128,2
14,14,14_0,COMPLETED,BO_MIXED,26.705343110137342,16.451480142802378,0.09673286882552837,128,sum,128,2
6,6,6_0,COMPLETED,BO_MIXED,26.8615286275996,16.911662662749922,0.1,128,sum,128,2
13,13,13_0,COMPLETED,BO_MIXED,26.911133619993542,16.655684872672506,0.09468364822626235,128,sum,128,2
21,21,21_0,COMPLETED,BO_MIXED,27.542194541419644,16.782862549115684,0.09826296048186817,128,sum,128,2
10,10,10_0,COMPLETED,BO_MIXED,27.973226835626008,17.89769470585357,0.08087254189654099,128,sum,128,2
24,24,24_0,COMPLETED,BO_MIXED,28.045403136537175,18.101793950134606,0.09379413559525576,128,sum,128,2
16,16,16_0,COMPLETED,BO_MIXED,29.78921181412975,19.72699099659819,0.09272382695773232,128,sum,128,2
26,26,26_0,COMPLETED,BO_MIXED,30.14726667913723,19.601861829788255,0.09548391325852802,128,sum,128,2
11,11,11_0,COMPLETED,BO_MIXED,30.34140473133691,20.02302787539131,0.09085072158965908,128,sum,128,2
12,12,12_0,COMPLETED,BO_MIXED,33.72402004038336,22.664886223783576,0.07385940148980777,128,sum,128,2
7,7,7_0,COMPLETED,BO_MIXED,33.77236463541612,23.425057444098233,0.1,256,sum,128,2
1,1,1_0,COMPLETED,Sobol,33.80948180845395,23.53127821251196,0.042124781905866535,128,sum,128,2
8,8,8_0,COMPLETED,BO_MIXED,33.826096508664925,23.548532730776845,0.0883586478029498,128,max,128,2
20,20,20_0,COMPLETED,BO_MIXED,33.90485370871391,23.645106348301443,0.036617566369944565,256,mean,128,2
25,25,25_0,COMPLETED,BO_MIXED,33.94047071066813,23.67098581611933,0.009328224609218736,128,max,128,2
4,4,4_0,COMPLETED,Sobol,33.94651431209039,23.675293270800253,0.0028437033255790875,512,sum,128,2
5,5,5_0,COMPLETED,Sobol,33.994117484262695,23.715391311094535,0.013215494743445832,128,mean,128,2
17,17,17_0,COMPLETED,BO_MIXED,34.005953292352764,23.72069912065089,0.026016629854339893,128,max,128,2
19,19,19_0,COMPLETED,BO_MIXED,34.00717844162714,23.72356233125672,0.013013509035860864,128,sum,128,2
15,15,15_0,COMPLETED,BO_MIXED,34.015401462551644,23.72941829793463,0.1,128,mean,128,2
18,18,18_0,COMPLETED,BO_MIXED,34.02783117584884,23.741701628796925,0.054712343359328376,256,sum,128,2
2,2,2_0,COMPLETED,Sobol,34.073375446565166,23.776414847198772,0.0034984596226199345,512,mean,128,2
3,3,3_0,COMPLETED,Sobol,34.092241513048045,23.790735676773675,0.0007632231810882134,256,max,128,2
28,28,28_0,COMPLETED,BO_MIXED,34.12339540174302,23.815391347746914,0.00010029941560535354,512,sum,128,2
0,0,0_0,COMPLETED,Sobol,34.123628694202566,23.815585540778255,0.0001865322718407359,256,mean,128,2
