trial_id,prefix_1_mae,prefix_1_n,prefix_2_mae,prefix_2_n,prefix_3_mae,prefix_3_n,prefix_4_mae,prefix_4_n,prefix_5_mae,prefix_5_n,prefix_6_mae,prefix_6_n,prefix_7_mae,prefix_7_n,prefix_8_mae,prefix_8_n,prefix_9_mae,prefix_9_n,prefix_10_mae,prefix_10_n,prefix_11_mae,prefix_11_n,prefix_12_mae,prefix_12_n,prefix_13_mae,prefix_13_n,prefix_14_mae,prefix_14_n,prefix_15_mae,prefix_15_n,prefix_16_mae,prefix_16_n,prefix_17_mae,prefix_17_n,prefix_18_mae,prefix_18_n,prefix_19_mae,prefix_19_n,prefix_20_mae,prefix_20_n
1,0.0002074362834294637,211,0.5595863624855324,211,0.7064478895399305,211,8.693423755787038,211,8.943110532407408,211,9.779848813657408,211,16.72492042824074,211,24.73081886574074,211,30.06271412037037,211,33.61162037037037,210,52.88899305555555,209,67.05753472222223,209,67.99042824074074,209,68.49969328703703,207,68.6853587962963,207,69.86847800925926,206,70.25598379629629,205,70.83185763888889,205,72.33124421296296,204,73.46245949074074,201
2,0.149985272442853,211,0.49070701316550924,211,0.5770600947627315,211,8.546921296296297,211,8.781862702546297,211,9.61240234375,211,16.551730324074075,211,24.532630208333334,211,29.848136574074076,211,33.388015046296296,210,52.63609375,209,66.77424189814815,209,67.68020833333334,209,68.18560763888888,207,68.36962384259259,207,69.53714699074074,206,69.9258738425926,205,70.4934201388889,205,71.99167824074074,204,73.12360532407408,201
3,0.06706732855902778,211,0.5203393102575231,211,0.6430143681278935,211,8.616466290509258,211,8.855713252314814,211,9.68603443287037,211,16.626655092592593,211,24.6209375,211,29.944137731481483,211,33.48806712962963,210,52.75294560185185,209,66.90752314814814,209,67.82767939814815,209,68.33565393518519,207,68.52032986111111,207,69.69578703703704,206,70.08413194444445,205,70.65679398148148,205,72.15653356481481,204,73.28943287037038,201
4,0.003643987090499313,211,0.5513714373553241,211,0.6979682978877315,211,8.685601128472221,211,8.935165653935185,211,9.772107928240741,211,16.71720486111111,211,24.72101851851852,211,30.052309027777778,211,33.60097800925926,210,52.87609375,209,67.04267939814815,209,67.97479166666666,209,68.48418402777777,207,68.66996527777778,207,69.85203703703704,206,70.23982638888889,205,70.81516782407408,205,72.3146412037037,204,73.44602430555555,201
5,0.1785091710973669,211,0.5031174949363426,211,0.5727799027054398,211,8.531778067129629,211,8.755613425925926,211,9.576695601851851,211,16.510821759259258,211,24.49261863425926,211,29.804163773148147,211,33.33982638888889,210,52.59122685185185,209,66.73037037037037,209,67.63351851851851,209,68.13782986111111,207,68.31981481481482,207,69.48604166666667,206,69.87489583333333,205,70.44390046296296,205,71.94435763888889,204,73.07868634259259,201
6,0.11914192482277199,211,0.47774183485243055,211,0.581498706958912,211,8.549526186342593,211,8.780073784722223,211,9.606958912037037,211,16.545532407407407,211,24.526788194444446,211,29.842578125,211,33.382838541666665,210,52.633975694444445,209,66.77449074074075,209,67.6832349537037,209,68.19012152777778,207,68.37421296296296,207,69.54264467592593,206,69.93197916666666,205,70.50154513888889,205,72.0012326388889,204,73.13478587962963,201
7,0.0034116713205973306,211,0.556826488353588,211,0.7028800455729166,211,8.68951316550926,211,8.938889612268518,211,9.77546875,211,16.720419560185185,211,24.725613425925925,211,30.057152777777777,211,33.60589409722222,210,52.8825,209,67.05027777777778,209,67.98266782407407,209,68.49190972222222,207,68.67758101851852,207,69.86030671296297,206,70.24791087962963,205,70.8236111111111,205,72.32302083333333,204,73.45432870370371,201
8,0.16572966399016203,211,0.5057292118778935,211,0.5864368127893519,211,8.547374855324074,211,8.772641059027778,211,9.59560546875,211,16.531863425925927,211,24.519360532407408,211,29.832997685185184,211,33.37053240740741,210,52.62803240740741,209,66.77258101851852,209,67.67898148148149,209,68.18398148148148,207,68.36684027777778,207,69.53715277777778,206,69.92543402777778,205,70.49591435185185,205,71.99589699074075,204,73.1296412037037,201
9,0.06600190904405381,211,0.3379433638961227,211,0.4544682255497685,211,8.4486328125,211,8.68244357638889,211,9.516116174768518,211,16.457614293981482,211,24.400792824074074,211,29.713854166666668,211,33.25402488425926,210,52.46238425925926,209,66.57151041666667,209,67.48074652777778,209,67.99333912037036,207,68.18244212962964,207,69.33603587962963,206,69.73149884259259,205,70.29288773148149,205,71.7952662037037,204,72.93122685185185,201
10,0.07332759150752315,211,0.3546280698423032,211,0.4663186306423611,211,8.453778935185186,211,8.684934172453703,211,9.516163917824073,211,16.45548466435185,211,24.398307291666665,211,29.710069444444443,211,33.249340277777776,210,52.45974537037037,209,66.57020833333333,209,67.47841435185185,209,67.99060185185185,207,68.17870949074074,207,69.33353587962964,206,69.72892939814815,205,70.29181712962964,205,71.79450810185185,204,72.93088541666667,201
