trial_id,prefix_1_mae,prefix_1_n,prefix_2_mae,prefix_2_n,prefix_3_mae,prefix_3_n,prefix_4_mae,prefix_4_n,prefix_5_mae,prefix_5_n,prefix_6_mae,prefix_6_n,prefix_7_mae,prefix_7_n,prefix_8_mae,prefix_8_n,prefix_9_mae,prefix_9_n,prefix_10_mae,prefix_10_n,prefix_11_mae,prefix_11_n,prefix_12_mae,prefix_12_n,prefix_13_mae,prefix_13_n,prefix_14_mae,prefix_14_n,prefix_15_mae,prefix_15_n,prefix_16_mae,prefix_16_n,prefix_17_mae,prefix_17_n,prefix_18_mae,prefix_18_n,prefix_19_mae,prefix_19_n,prefix_20_mae,prefix_20_n
1,0.00011261240199760155,150,9.141467013888889,150,13.3694140625,150,14.644428530092593,150,14.770477430555555,150,15.033083043981481,150,19.85597800925926,149,30.410908564814815,149,49.61366319444444,149,57.06786458333333,149,62.258715277777775,147,84.42528935185184,146,99.91844907407408,146,101.93276620370371,146,102.34502314814814,146,103.33625,146,106.93452546296297,146,108.29439814814815,145,109.28293981481481,144,107.25252314814814,143
2,0.03008572048611111,150,9.01661964699074,150,13.054344618055556,150,14.32125,150,14.435305266203704,150,14.69316550925926,150,19.52068865740741,149,29.91798900462963,149,48.89593171296296,149,56.31622106481481,149,61.476018518518515,147,83.53144675925925,146,98.87646990740741,146,100.8871875,146,101.30703703703703,146,102.29402777777777,146,105.91008101851853,146,107.28325231481482,145,108.28449074074074,144,106.26549768518518,143
3,0.00020050673573105424,150,9.141416377314815,150,13.369272280092593,150,14.644288194444444,150,14.770337094907408,150,15.032942708333334,150,19.855837673611113,149,30.41075810185185,149,49.613501157407406,149,57.067708333333336,149,62.25855324074074,147,84.42512152777778,146,99.91826388888889,146,101.9325925925926,146,102.34486111111111,146,103.33608796296296,146,106.93435185185186,146,108.29422453703704,145,109.28277777777778,144,107.25234953703703,143
4,0.00023565526361818667,150,9.141434461805556,150,13.36931423611111,150,14.644324363425927,150,14.770373263888889,150,15.032978877314815,150,19.855873842592594,149,30.410801504629628,149,49.6135474537037,149,57.06774884259259,149,62.258605324074075,147,84.4251736111111,146,99.91831018518519,146,101.93263888888889,146,102.34489583333334,146,103.33613425925925,146,106.93440972222223,146,108.29427083333333,145,109.28282407407407,144,107.2524074074074,143
5,0.039929368760850695,150,9.083101128472222,150,13.245188078703704,150,14.520643807870371,150,14.62933304398148,150,14.889016203703704,150,19.71152922453704,149,30.238998842592594,149,49.4014525462963,149,56.84339699074074,149,62.023530092592594,147,84.17271412037037,146,99.64251157407408,146,101.65513888888889,146,102.06771990740741,146,103.06002314814815,146,106.66193287037036,146,108.02311342592593,145,109.01368055555555,144,106.98497685185185,143
6,0.10676205105251736,150,9.41406105324074,150,13.5287109375,150,14.516355613425926,150,14.577097800925927,150,14.757469618055556,150,19.528933738425927,149,29.37855324074074,149,47.61109085648148,149,54.9915162037037,149,60.06594907407408,147,81.74798611111112,146,96.63663194444445,146,98.62354166666667,146,99.06819444444444,146,100.04497685185186,146,103.69719907407408,146,105.09266203703703,145,106.11224537037037,144,104.10701388888889,143
7,0.07263844807942708,150,9.156150896990741,150,13.20642650462963,150,14.367934027777778,150,14.455679976851853,150,14.684644097222222,150,19.488097511574075,149,29.721064814814813,149,48.482256944444444,149,55.887511574074075,149,61.002239583333335,147,82.90381365740741,146,98.08596064814814,146,100.0896412037037,146,100.52070601851852,146,101.50210648148148,146,105.13340277777777,146,106.51342592592593,145,107.52050925925926,144,105.50643518518518,143
8,0.23045561613859955,150,9.252633101851853,150,13.575270543981482,150,14.483090277777778,150,14.466203703703703,150,14.431119791666667,150,19.247526041666667,149,28.19181712962963,149,44.09829571759259,149,51.06238425925926,149,55.83543402777778,147,76.43713541666666,146,89.79795138888889,146,91.5466261574074,146,91.95468171296297,146,93.14739583333333,146,96.91214699074074,146,98.3678125,145,99.44592592592592,144,97.51244212962963,143
9,0.22194842303240742,150,9.265932436342593,150,13.587957175925926,150,14.532371238425926,150,14.544065393518519,150,14.521283275462963,150,19.350208333333335,149,28.221197916666668,149,43.98243055555555,149,50.96372106481481,149,55.70990740740741,147,76.21697916666666,146,89.46041666666666,146,91.17623263888889,146,91.58100694444444,146,92.75610532407407,146,96.51132523148148,146,97.95600694444444,145,99.01971064814815,144,97.07637152777778,143
10,0.41075855396412037,150,9.627550636574075,150,14.054716435185185,150,14.986118344907407,150,14.998311631944444,150,15.026234085648149,150,19.790515046296296,149,28.93284722222222,149,45.92752604166667,149,53.051064814814815,149,57.88438657407407,147,78.83462384259259,146,92.87221643518518,146,94.67170138888889,146,95.08222222222223,146,96.13210648148149,146,99.84483796296297,146,101.25928240740741,145,102.28192129629629,144,100.31293981481481,143
